Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting,HoloPleisto
211808,Vico-Cimino Complex,Italy,Stratovolcano(es),,,Mediterranean and Western Asia,Italy,42.367,12.188,1053,,Subduction zone / Continental crust (>25 km),Pleistocene
211809,Sabatini Complex,Italy,Stratovolcano(es),,,Mediterranean and Western Asia,Italy,42.17,12.22,612,,Unknown,Pleistocene
211810,"Ernici, Monti",Italy,Volcanic field,,,Mediterranean and Western Asia,Italy,41.58,13.33,0,,Subduction zone / Continental crust (>25 km),Pleistocene
211811,Roccamonfina,Italy,Stratovolcano,,,Mediterranean and Western Asia,Italy,41.3,13.93,1066,,Subduction zone / Continental crust (>25 km),Pleistocene
211812,"Vulture, Monte",Italy,Stratovolcano,,,Mediterranean and Western Asia,Italy,40.92,15.67,1330,,Subduction zone / Continental crust (>25 km),Pleistocene
211813,Ventotene,Italy,Stratovolcano(es),,,Mediterranean and Western Asia,Italy,40.8,13.42,139,,Subduction zone / Continental crust (>25 km),Pleistocene
211814,Pontine Islands,Italy,Lava dome(s),,,Mediterranean and Western Asia,Italy,40.9,12.95,283,,Subduction zone / Continental crust (>25 km),Pleistocene
211815,Logudoro,Italy,Volcanic field,,,Mediterranean and Western Asia,Italy,40.58,8.67,0,,Unknown,Pleistocene
211816,Salina,Italy,Stratovolcano(es),,,Mediterranean and Western Asia,Italy,38.58,14.85,962,,Subduction zone / Continental crust (>25 km),Pleistocene
211817,Filicudi,Italy,Stratovolcano(es),,,Mediterranean and Western Asia,Italy,38.58,14.55,773,,Subduction zone / Continental crust (>25 km),Pleistocene
211818,Alicudi,Italy,Stratovolcano,,,Mediterranean and Western Asia,Italy,38.55,14.33,675,,Subduction zone / Continental crust (>25 km),Pleistocene
211819,Ustica,Italy,Stratovolcano(es),,,Mediterranean and Western Asia,Italy,38.72,13.18,248,,Subduction zone / Continental crust (>25 km),Pleistocene
211820,Iblei,Italy,Shield?,,,Mediterranean and Western Asia,Italy,37.117,14.821,825,,Subduction zone / Continental crust (>25 km),Pleistocene
211821,Linosa,Italy,Pyroclastic cone(s),,,Mediterranean and Western Asia,Italy,35.87,12.87,195,,Rift zone / Continental crust (>25 km),Pleistocene
211822,Gaeta Bay Volcanic Field,Italy,Submarine,,,Mediterranean and Western Asia,Italy,40.978,13.663,0,,Subduction zone / Continental crust (>25 km),Pleistocene
212800,Sporades,Greece,Lava dome,,,Mediterranean and Western Asia,Greece,39.5,24.18,0,,Subduction zone / Continental crust (>25 km),Pleistocene
212801,Volos-Atalanti,Greece,Volcanic field,,,Mediterranean and Western Asia,Greece,39.033,22.8,900,,Subduction zone / Continental crust (>25 km),Pleistocene
212802,Aegina,Greece,Volcanic field,,,Mediterranean and Western Asia,Greece,37.75,23.5,530,,Subduction zone / Continental crust (>25 km),Pleistocene
212803,Poros,Greece,Fissure vent,,,Mediterranean and Western Asia,Greece,37.48,23.43,80,,Subduction zone / Continental crust (>25 km),Pleistocene
212804,Antiparos,Greece,Pyroclastic cone(s),,,Mediterranean and Western Asia,Greece,36.995,25.046,282,,Subduction zone / Continental crust (>25 km),Pleistocene
212805,Kos,Greece,Caldera(s),,,Mediterranean and Western Asia,Greece,36.852,27.251,430,,Subduction zone / Continental crust (>25 km),Pleistocene
213021,Suphan Dagi,Turkey,Stratovolcano,,,Mediterranean and Western Asia,Turkey,38.931,42.833,4033,,Intraplate / Continental crust (>25 km),Pleistocene
213022,Girekol,Turkey,Shield,,,Mediterranean and Western Asia,Turkey,39.104,43.426,2145,,Intraplate / Continental crust (>25 km),Pleistocene
213023,Etrusk,Turkey,Stratovolcano,,,Mediterranean and Western Asia,Turkey,39.032,43.66,3100,,,Pleistocene
213060,Karasu Rift,Turkey,Volcanic field,,,Mediterranean and Western Asia,Turkey,36.767,36.6,486,,Unknown,Pleistocene
213061,Ceyhan-Osmaniye,Turkey,Volcanic field,,,Mediterranean and Western Asia,Turkey,37,36.083,424,,Unknown,Pleistocene
213801,Gölcük,Turkey,Caldera,,,Mediterranean and Western Asia,Turkey,37.72,30.492,0,,Intraplate / Continental crust (>25 km),Pleistocene
213802,Kargapazari Dagi,Turkey,Unknown,,,Mediterranean and Western Asia,Turkey,40.005,41.675,2089,,Intraplate / Continental crust (>25 km),Pleistocene
213803,Arpacay,Turkey,Volcanic field,,,Mediterranean and Western Asia,Turkey,41,43.467,0,,Intraplate / Continental crust (>25 km),Pleistocene
213804,Kisir Dagi,Turkey,Unknown,,,Mediterranean and Western Asia,Turkey,40.97,43.07,3192,,Intraplate / Continental crust (>25 km),Pleistocene
214040,Keli Highland,Georgia,Pyroclastic cone(s),,,Mediterranean and Western Asia,Western Asia,42.45,44.25,3750,,Intraplate / Continental crust (>25 km),Pleistocene
214802,Akhuryan Valley,Armenia,Volcanic field,,,Mediterranean and Western Asia,Western Asia,41.067,43.75,2251,,Intraplate / Continental crust (>25 km),Pleistocene
214803,Shamiram Plateau,Armenia,Volcanic field,,,Mediterranean and Western Asia,Western Asia,40.2,44.15,3300,,Intraplate / Continental crust (>25 km),Pleistocene
214804,Unnamed,Armenia,Volcanic field,,,Mediterranean and Western Asia,Western Asia,40.058,45.608,3047,,Intraplate / Continental crust (>25 km),Pleistocene
214805,Unnamed,Armenia,Volcanic field,,,Mediterranean and Western Asia,Western Asia,39.617,46.1,2400,,Intraplate / Continental crust (>25 km),Pleistocene
214808,Dzau,Georgia,Fissure vent,,,Mediterranean and Western Asia,Western Asia,42.404,44.004,1904,,,Pleistocene
221109,Mabda,Eritrea,Lava dome,,,Africa and Red Sea,Africa (northeastern) and Red Sea,13.508,41.779,1554,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221121,Borawli,Ethiopia,Lava dome(s),,,Africa and Red Sea,Africa (northeastern) and Red Sea,11.63,41.45,875,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221293,Hobitcha Caldera,Ethiopia,Caldera,,,Africa and Red Sea,Africa (northeastern) and Red Sea,6.8,37.87,1800,,Intraplate / Continental crust (>25 km),Pleistocene
221300,Chericha,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,6.712,38.085,1636,,Rift zone / Continental crust (>25 km),Pleistocene
221310,Tosa Sucha,Ethiopia,Pyroclastic cone(s),,,Africa and Red Sea,Africa (northeastern) and Red Sea,5.967,37.629,1650,,Rift zone / Continental crust (>25 km),Pleistocene
221800,Oyma,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.88,41.62,1041,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221801,Didolli,Ethiopia,Caldera,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.7,41.58,1191,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221802,Katahelu,Ethiopia,Cone,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.551,41.503,1126,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221803,Ali Mela,Ethiopia,Cone,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.718,41.396,1037,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221804,Dawa Ale-Quarry,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.75,41,0,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221805,Badi,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.387,40.366,1321,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221806,Gad Elu,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.408,41.06,1548,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221807,Ela,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.519,41.19,934,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221808,Asgura,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,11.75,40.9,0,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221809,Finini,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,11.98,41.35,0,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221810,Dalaha'ale,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.274,42.044,881,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221811,Data Gabalti,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.197,42.135,583,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221812,Egersuwa,Ethiopia,Lava dome(s),,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.45,42.166,582,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221816,Zikwala,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,8.53,38.85,2989,,Intraplate / Continental crust (>25 km),Pleistocene
221817,Ch'Ilalo,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,7.92,39.27,4005,,Intraplate / Continental crust (>25 km),Pleistocene
221818,Gademota Caldera,Ethiopia,Caldera,,,Africa and Red Sea,Africa (northeastern) and Red Sea,7.88,38.6,2090,,Intraplate / Continental crust (>25 km),Pleistocene
221819,Duguna,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,6.95,38.07,2205,,Intraplate / Continental crust (>25 km),Pleistocene
221822,Chew Bahir,Ethiopia,Pyroclastic cone(s),,,Africa and Red Sea,Africa (northeastern) and Red Sea,4.47,36.87,600,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221824,Undurer,Ethiopia,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,12.171,41.396,1242,,Rift zone / Intermediate crust (15-25 km),Pleistocene
221825,Babba'Olou,Djibouti,Stratovolcano,,,Africa and Red Sea,Africa (northeastern) and Red Sea,11.55,42.133,1301,,Rift zone / Intermediate crust (15-25 km),Pleistocene
222150,Kilimanjaro,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-3.07,37.35,5881,,Rift zone / Continental crust (>25 km),Pleistocene
222162,Usangu Scarp Basalt,Tanzania,Pyroclastic cone,,,Africa and Red Sea,Africa (eastern),-8.624,33.583,1690,,Rift zone / Continental crust (>25 km),Pleistocene
222163,SW Usangu Basin,Tanzania,Lava dome(s),,,Africa and Red Sea,Africa (eastern),-8.75,33.8,2179,,Rift zone / Continental crust (>25 km),Pleistocene
222165,Izumbwe-Mpoli,Tanzania,Pyroclastic cone(s),,,Africa and Red Sea,Africa (eastern),-8.976,33.38,1568,,Rift zone / Continental crust (>25 km),Pleistocene
222800,Kulal,Kenya,Shield,,,Africa and Red Sea,Africa (eastern),2.75,36.93,2285,,Rift zone / Continental crust (>25 km),Pleistocene
222801,Asie,Kenya,Shield,,,Africa and Red Sea,Africa (eastern),2.964,37.104,1056,,Rift zone / Continental crust (>25 km),Pleistocene
222802,Huri,Kenya,Shield,,,Africa and Red Sea,Africa (eastern),3.5,37.75,1300,,Rift zone / Continental crust (>25 km),Pleistocene
222803,Bogoria,Kenya,Shield,,,Africa and Red Sea,Africa (eastern),0.25,36.08,1100,,Rift zone / Continental crust (>25 km),Pleistocene
222804,Kilombe Caldera,Kenya,Caldera,,,Africa and Red Sea,Africa (eastern),-0.08,35.83,2550,,Rift zone / Continental crust (>25 km),Pleistocene
222805,"Nyokie, Ol Doinyo",Kenya,Tuff cone,,,Africa and Red Sea,Africa (eastern),-1.8,36.38,1169,,Rift zone / Continental crust (>25 km),Pleistocene
222806,Gelai,Tanzania,Shield,,,Africa and Red Sea,Africa (eastern),-2.6,36.1,2942,,Unknown,Pleistocene
222807,Ketumbeine,Tanzania,Shield,,,Africa and Red Sea,Africa (eastern),-2.88,36.22,2942,,Rift zone / Continental crust (>25 km),Pleistocene
222808,Kerimasi,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-2.87,35.95,2600,,Unknown,Pleistocene
222809,Loolmalasin,Tanzania,Unknown,,,Africa and Red Sea,Africa (eastern),-3.052,35.817,3627,,Rift zone / Continental crust (>25 km),Pleistocene
222810,Sadiman,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-3.18,35.42,2865,,Unknown,Pleistocene
222811,Ngorongoro,Tanzania,Caldera,,,Africa and Red Sea,Africa (eastern),-3.17,35.57,2376,,Unknown,Pleistocene
222812,Sultan Hamud-Simba,Kenya,Volcanic field,,,Africa and Red Sea,Africa (eastern),-2.12,37.4,0,,Rift zone / Continental crust (>25 km),Pleistocene
222813,Burko,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-3.3,36.22,2136,,Unknown,Pleistocene
222814,Kwaraha,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-4.23,35.82,2415,,Rift zone / Continental crust (>25 km),Pleistocene
222828,Porr,Kenya,Pyroclastic cone,,,Africa and Red Sea,Africa (eastern),2.9,36.55,0,,Rift zone / Continental crust (>25 km),Pleistocene
222829,Embagai,Tanzania,Caldera,,,Africa and Red Sea,Africa (eastern),-2.92,35.83,3220,,Unknown,Pleistocene
222830,Olmoti,Tanzania,Caldera,,,Africa and Red Sea,Africa (eastern),-3,35.65,3099,,Unknown,Pleistocene
222831,Hanang,Tanzania,Stratovolcano,,,Africa and Red Sea,Africa (eastern),-4.43,35.4,3418,,Unknown,Pleistocene
223800,Mikeno,DR Congo,Stratovolcano,,,Africa and Red Sea,Africa (central),-1.463,29.419,4387,,Rift zone / Continental crust (>25 km),Pleistocene
223801,Sabinyo,Uganda-Rwanda,Stratovolcano,,,Africa and Red Sea,Africa (central),-1.388,29.592,3605,,Unknown,Pleistocene
224001,Sao Tome,Sao Tome and Principe,Shield,,,Africa and Red Sea,Africa (western),0.2,6.58,2024,,Intraplate / Oceanic crust (< 15 km),Pleistocene
224012,Kumba Volcanic Field,Cameroon,Maar(s),,,Africa and Red Sea,Africa (western),4.608,9.292,600,,Intraplate / Continental crust (>25 km),Pleistocene
224020,Manengouba,Cameroon,Stratovolcano,,,Africa and Red Sea,Africa (western),5.03,9.83,2411,,Intraplate / Continental crust (>25 km),Pleistocene
224040,Ngaoundere Plateau,Cameroon,Volcanic field,,,Africa and Red Sea,Africa (western),7.25,13.67,1230,,Intraplate / Continental crust (>25 km),Pleistocene
224050,Biu Plateau,Nigeria,Volcanic field,,,Africa and Red Sea,Africa (western),10.75,12.088,930,,Intraplate / Continental crust (>25 km),Pleistocene
224060,Jos Plateau,Nigeria,Volcanic field,,,Africa and Red Sea,Africa (western),9.5,9,1177,,,Pleistocene
225007,Haruj,Libya,Volcanic field,,,Africa and Red Sea,Africa (northern),27.25,17.5,1200,,Intraplate / Continental crust (>25 km),Pleistocene
225008,Waw an Namous,Libya,Caldera,,,Africa and Red Sea,Africa (northern),24.906,17.772,470,,Intraplate / Continental crust (>25 km),Pleistocene
225800,Tin Taralle Volcanic Field,Niger,Volcanic field,,,Africa and Red Sea,Africa (northern),18.27,9.33,0,,Intraplate / Continental crust (>25 km),Pleistocene
225801,Cap-Vert,Senegal,Volcanic field,,,Africa and Red Sea,Africa (northern),14.77,-17.4,0,,Intraplate / Continental crust (>25 km),Pleistocene
225802,Oulmes Volcanic Field,Morocco,Volcanic field,,,Africa and Red Sea,Africa (northern),33.33,-6,0,,Intraplate / Continental crust (>25 km),Pleistocene
225803,Rekkame Volcanic Field,Morocco,Explosion crater(s),,,Africa and Red Sea,Africa (northern),33.17,-3.33,1500,,Intraplate / Continental crust (>25 km),Pleistocene
225804,Nemours-Nedroma,Algeria,Volcanic field,,,Africa and Red Sea,Africa (northern),35.07,-2,444,,Intraplate / Continental crust (>25 km),Pleistocene
225805,Tafna Beni Saf,Algeria,Volcanic field,,,Africa and Red Sea,Africa (northern),35.28,-1.45,480,,Intraplate / Continental crust (>25 km),Pleistocene
225806,Gharyan Volcanic Field,Libya,Stratovolcano(es),,,Africa and Red Sea,Africa (northern),32,13.25,850,,Intraplate / Continental crust (>25 km),Pleistocene
225812,In Teria Volcanic Field,Algeria,Tuff ring(s),,,Africa and Red Sea,Africa (northern),26.814,9.638,0,,Intraplate / Continental crust (>25 km),Pleistocene
225813,Azrou Volcanic Field,Morocco,Volcanic field,,,Africa and Red Sea,Africa (northern),33.67,-5.17,1785,,Intraplate / Continental crust (>25 km),Pleistocene
225814,Oujda Volcanic Field,Morocco,Volcanic field,,,Africa and Red Sea,Africa (northern),34.53,-3.3,700,,Intraplate / Continental crust (>25 km),Pleistocene
225815,Mrit-Ment Volcanic Field,Morocco,Volcanic field,,,Africa and Red Sea,Africa (northern),33.47,-2.97,700,,Intraplate / Continental crust (>25 km),Pleistocene
225816,Berguent Volcanic Field,Morocco,Lava dome(s),,,Africa and Red Sea,Africa (northern),33.75,-2.4,1200,,Intraplate / Continental crust (>25 km),Pleistocene
225817,Chott Tigri Volcanic Field,Morocco,Volcanic field,,,Africa and Red Sea,Africa (northern),32.92,-1.85,1388,,Intraplate / Continental crust (>25 km),Pleistocene
225818,"Chi, Tarso Emi",Chad,Volcanic field,,,Africa and Red Sea,Africa (northern),21.22,18.52,2650,,Intraplate / Continental crust (>25 km),Pleistocene
225819,"Ahon, Tarso",Chad,Volcanic field,,,Africa and Red Sea,Africa (northern),20.539,18.29,3325,,Intraplate / Continental crust (>25 km),Pleistocene
230800,Unnamed,Syria,Cone,,,Middle East and Indian Ocean,Middle East (western),37.13,41.85,693,,Rift zone / Continental crust (>25 km),Pleistocene
230801,Unnamed,Syria,Cone(s),,,Middle East and Indian Ocean,Middle East (western),35.63,40.33,404,,Rift zone / Continental crust (>25 km),Pleistocene
230802,Unnamed,Syria,Cone(s),,,Middle East and Indian Ocean,Middle East (western),35.82,39.47,473,,Unknown,Pleistocene
230803,Unnamed,Syria,Cone(s),,,Middle East and Indian Ocean,Middle East (western),34.02,38.68,775,,Rift zone / Continental crust (>25 km),Pleistocene
230804,Unnamed,Syria,Cone(s),,,Middle East and Indian Ocean,Middle East (western),33.75,38.68,781,,Unknown,Pleistocene
231073,"Baqarah, Jabal",Saudi Arabia,Cone,,,Middle East and Indian Ocean,Middle East (southern),18.024,42.092,331,,Intraplate / Continental crust (>25 km),Pleistocene
231806,"Hutaymah, Harrat",Saudi Arabia,Volcanic field,,,Middle East and Indian Ocean,Middle East (southern),26.98,42.4,0,,Intraplate / Continental crust (>25 km),Pleistocene
231807,"Haylah, Jibal al",Saudi Arabia,Cone,,,Middle East and Indian Ocean,Middle East (southern),18.515,42.051,761,,Intraplate / Continental crust (>25 km),Pleistocene
232020,Qal'eh Hasan Ali,Iran,Maar(s),,,Middle East and Indian Ocean,Middle East (eastern),29.375,57.55,2400,,Intraplate / Continental crust (>25 km),Pleistocene
232060,Dacht-i-Navar Group,Afghanistan,Lava dome(s),,,Middle East and Indian Ocean,Middle East (eastern),33.95,67.92,3800,,Intraplate / Continental crust (>25 km),Pleistocene
232070,Vakak Group,Afghanistan,Volcanic field,,,Middle East and Indian Ocean,Middle East (eastern),34.25,67.97,3190,,Intraplate / Continental crust (>25 km),Pleistocene
232800,Bijar Volcanic Field,Iran,Pyroclastic cone(s),,,Middle East and Indian Ocean,Middle East (western),35.583,47.8,0,,Intraplate / Continental crust (>25 km),Pleistocene
232801,Sultan,Pakistan,Volcanic field,,,Middle East and Indian Ocean,Middle East (eastern),29.1,62.8,2333,,Intraplate / Continental crust (>25 km),Pleistocene
232803,Kuh-e Ayyub Ansar,Iran,Lava dome,,,Middle East and Indian Ocean,Middle East (western),36.321,47.25,2506,,Intraplate / Continental crust (>25 km),Pleistocene
232806,Gandom Beryan,Iran,Unknown,,,Middle East and Indian Ocean,Middle East (eastern),31.343,57.517,500,,Intraplate / Continental crust (>25 km),Pleistocene
232807,Dehaj-Meduk,Iran,Volcanic field,,,Middle East and Indian Ocean,Middle East (eastern),30.33,55.5,0,,Intraplate / Continental crust (>25 km),Pleistocene
232808,Shahsavaran,Iran,Volcanic field,,,Middle East and Indian Ocean,Middle East (eastern),28.152,59.281,0,,Intraplate / Continental crust (>25 km),Pleistocene
232809,Zardolou Group,Afghanistan,Lava dome(s),,,Middle East and Indian Ocean,Middle East (eastern),33.25,67.92,3000,,Intraplate / Continental crust (>25 km),Pleistocene
232810,Loman Volcano Group,Afghanistan,Lava dome(s),,,Middle East and Indian Ocean,Middle East (eastern),33.33,67.85,4559,,Intraplate / Continental crust (>25 km),Pleistocene
